survey_name,unit_position,type,item_name,label,answer,display_order,subject,premise,y,condition
Inference_Task,10,rating_button,po3sa5,...looks at pornography in which an 18-year-old model has been digitally altered to look like she is 13?,6,16,0,po3,sa,5
Inference_Task,10,rating_button,po3ca5,...tells a boy that his older brother is much more attractive than him?,4,22,0,po3,ca,5
Inference_Task,10,rating_button,po3li5,...tells his fiance that she has to switch to his political party?,5,21,0,po3,li,5
Inference_Task,10,rating_button,po3fa5,...skips to the front of the line because his friend is an employee?,4,18,0,po3,fa,5
Inference_Task,10,rating_button,po3po5,...goes to a birthday party for his friend but does not bring a gift?,6,11,0,po3,po,5
Inference_Task,10,rating_button,po3lo5,"...sells government secrets from his nation to another country; the information is classified, though the sale will not have any negative consequences for people in his home nation?",5,15,0,po3,lo,5
Inference_Task,10,rating_button,po3au5,"...takes his father's car out after curfew, against his father's wishes?",4,17,0,po3,au,5
Inference_Task,10,rating_button,pd3lo5,...cheats on her spouse with an ex-lover; the spouse does not find out about the infidelity?,6,50,0,fa_ca_lo,lo,5
Inference_Task,10,rating_button,pd3po5,...plays music through her headphones so loudly that other passengers can hear it while on a bus?,6,74,0,fa_ca_lo,po,5
Inference_Task,10,rating_button,pd3fa5,...edges out another person in a long line?,7,96,0,fa_ca_lo,fa,5
Inference_Task,10,rating_button,pd3sa5,...offers to have oral sex with anyone in the bar while drunk?,6,67,0,fa_ca_lo,sa,5
Inference_Task,10,rating_button,pd3ca5,...laughs when she realizes her friend's dad is a janitor?,7,56,0,fa_ca_lo,ca,5
Inference_Task,10,rating_button,pd3li5,...tells her fiance that he has to switch to her political party?,6,48,0,fa_ca_lo,li,5
Inference_Task,10,rating_button,pd3au5,...tries to undermine all of her boss's ideas in front of others?,6,105,0,fa_ca_lo,au,5
Inference_Task,10,rating_button,sa3ca5,...is driving along an empty road and sees a woman who is clearly injured; he does not stop to help her?,3,118,0,sa3,ca,5
Inference_Task,10,rating_button,sa3po5,...walks away while his conversation partner is still speaking?,3,144,0,sa3,po,5
Inference_Task,10,rating_button,sa3au5,...talks loudly in class while the instructor is teaching?,3,162,0,sa3,au,5
Inference_Task,10,rating_button,sa3li5,...pressures his daughter to become a famous evening news anchor?,5,145,0,sa3,li,5
Inference_Task,10,rating_button,sa3sa5,...marries his first cousin in an elaborate wedding?,6,149,0,sa3,sa,5
Inference_Task,10,rating_button,sa3fa5,...edges out another person in a long line?,3,175,0,sa3,fa,5
Inference_Task,10,rating_button,sa3lo5,...leaves his family business to go work for their main competitor?,3,179,0,sa3,lo,5
Inference_Task,10,rating_button,li3fa5,...edges out another person in a long line?,5,255,0,li3,fa,5
Inference_Task,10,rating_button,li3sa5,...searches through the trash to find women's discarded underwear?,1,205,0,li3,sa,5
Inference_Task,10,rating_button,li3li5,...imposes a curfew on all members of her immediate family?,6,264,0,li3,li,5
Inference_Task,10,rating_button,li3au5,...tries to undermine all of her boss's ideas in front of others?,6,248,0,li3,au,5
Inference_Task,10,rating_button,li3po5,...walks away while her conversation partner is still speaking?,6,231,0,li3,po,5
Inference_Task,10,rating_button,li3lo5,...celebrates with the opposing team's players who just won the game?,1,229,0,li3,lo,5
Inference_Task,10,rating_button,li3ca5,...spanks her child with a spatula for getting bad grades in school?,5,202,0,li3,ca,5
Inference_Task,10,rating_button,po3sa5,...looks at pornography in which an 18-year-old model has been digitally altered to look like she is 13?,1,17,1,po3,sa,5
Inference_Task,10,rating_button,po3ca5,...tells a boy that his older brother is much more attractive than him?,3,20,1,po3,ca,5
Inference_Task,10,rating_button,po3li5,...tells his fiance that she has to switch to his political party?,1,14,1,po3,li,5
Inference_Task,10,rating_button,po3fa5,...skips to the front of the line because his friend is an employee?,5,16,1,po3,fa,5
Inference_Task,10,rating_button,po3po5,...goes to a birthday party for his friend but does not bring a gift?,6,21,1,po3,po,5
Inference_Task,10,rating_button,po3lo5,"...sells government secrets from his nation to another country; the information is classified, though the sale will not have any negative consequences for people in his home nation?",2,11,1,po3,lo,5
Inference_Task,10,rating_button,po3au5,"...takes his father's car out after curfew, against his father's wishes?",3,13,1,po3,au,5
Inference_Task,10,rating_button,pd3lo5,...cheats on her spouse with an ex-lover; the spouse does not find out about the infidelity?,5,105,1,fa_ca_lo,lo,5
Inference_Task,10,rating_button,pd3po5,...plays music through her headphones so loudly that other passengers can hear it while on a bus?,6,50,1,fa_ca_lo,po,5
Inference_Task,10,rating_button,pd3fa5,...edges out another person in a long line?,6,52,1,fa_ca_lo,fa,5
Inference_Task,10,rating_button,pd3sa5,...offers to have oral sex with anyone in the bar while drunk?,1,43,1,fa_ca_lo,sa,5
Inference_Task,10,rating_button,pd3ca5,...laughs when she realizes her friend's dad is a janitor?,4,71,1,fa_ca_lo,ca,5
Inference_Task,10,rating_button,pd3li5,...tells her fiance that he has to switch to her political party?,5,90,1,fa_ca_lo,li,5
Inference_Task,10,rating_button,pd3au5,...tries to undermine all of her boss's ideas in front of others?,3,73,1,fa_ca_lo,au,5
Inference_Task,10,rating_button,sa3ca5,...is driving along an empty road and sees a woman who is clearly injured; he does not stop to help her?,3,152,1,sa3,ca,5
Inference_Task,10,rating_button,sa3po5,...walks away while his conversation partner is still speaking?,5,149,1,sa3,po,5
Inference_Task,10,rating_button,sa3au5,...talks loudly in class while the instructor is teaching?,4,161,1,sa3,au,5
Inference_Task,10,rating_button,sa3li5,...pressures his daughter to become a famous evening news anchor?,2,158,1,sa3,li,5
Inference_Task,10,rating_button,sa3sa5,...marries his first cousin in an elaborate wedding?,2,153,1,sa3,sa,5
Inference_Task,10,rating_button,sa3fa5,...edges out another person in a long line?,4,177,1,sa3,fa,5
Inference_Task,10,rating_button,sa3lo5,...leaves his family business to go work for their main competitor?,4,182,1,sa3,lo,5
Inference_Task,10,rating_button,li3fa5,...edges out another person in a long line?,2,228,1,li3,fa,5
Inference_Task,10,rating_button,li3sa5,...searches through the trash to find women's discarded underwear?,1,262,1,li3,sa,5
Inference_Task,10,rating_button,li3li5,...imposes a curfew on all members of her immediate family?,5,266,1,li3,li,5
Inference_Task,10,rating_button,li3au5,...tries to undermine all of her boss's ideas in front of others?,5,247,1,li3,au,5
Inference_Task,10,rating_button,li3po5,...walks away while her conversation partner is still speaking?,2,222,1,li3,po,5
Inference_Task,10,rating_button,li3lo5,...celebrates with the opposing team's players who just won the game?,4,208,1,li3,lo,5
Inference_Task,10,rating_button,li3ca5,...spanks her child with a spatula for getting bad grades in school?,6,198,1,li3,ca,5
Inference_Task,10,rating_button,lo3au10,"...sends out an email to other employees at his company, calling their company president an ""idiot""?",5,293,2,lo3,au,10
Inference_Task,10,rating_button,lo3sa10,...eats the flesh of a deceased relative as part of a group funeral rite?,6,284,2,lo3,sa,10
Inference_Task,10,rating_button,lo3lo10,...shares a secret that his best friend entrusted to him; the secret is not damaging or embarrassing in any way and the friend never finds out that their secret has been shared?,5,297,2,lo3,lo,10
Inference_Task,10,rating_button,lo3fa10,...edges out another person in a long line?,5,281,2,lo3,fa,10
Inference_Task,10,rating_button,lo3po10,"...bumps into someone on the street while in a rush but does not say ""excuse me""?",7,295,2,lo3,po,10
Inference_Task,10,rating_button,lo3li10,...forces his daughter to enroll as a pre-med student in college?,6,289,2,lo3,li,10
Inference_Task,10,rating_button,lo3ca10,...shoots geese repeatedly with a pellet gun out in the woods?,6,301,2,lo3,ca,10
Inference_Task,10,rating_button,pd3ca10,...tells a boy that his older brother is much more attractive than him?,7,83,2,au_po_fa,ca,10
Inference_Task,10,rating_button,pd3sa10,"...takes part in a performance art piece in which a group of people act like animals for 30 minutes, including crawling around naked and urinating on stage?",4,77,2,au_po_fa,sa,10
Inference_Task,10,rating_button,pd3au10,"...sends out an email to other employees at her company, calling their company president an ""idiot""?",5,66,2,au_po_fa,au,10
Inference_Task,10,rating_button,pd3li10,...is the leader of a club and bans members from wearing bright colors during club meetings?,5,67,2,au_po_fa,li,10
Inference_Task,10,rating_button,pd3po10,...walks away while her conversation partner is still speaking?,7,71,2,au_po_fa,po,10
Inference_Task,10,rating_button,pd3fa10,...edges out another person in a long line?,5,39,2,au_po_fa,fa,10
Inference_Task,10,rating_button,pd3lo10,...shares a secret that her best friend entrusted to her; the secret is not damaging or embarrassing in any way and the friend never finds out that their secret has been shared?,7,76,2,au_po_fa,lo,10
Inference_Task,10,rating_button,sa3lo10,"...gets a job in a foreign nation where his home country is viewed fairly negatively; in order to fit in among their coworkers, James makes critical comments about their home country, though James does not believe them?",6,143,2,sa3,lo,10
Inference_Task,10,rating_button,sa3po10,...eats a T-bone steak with his hands in a fancy restaurant?,5,130,2,sa3,po,10
Inference_Task,10,rating_button,sa3ca10,...shoots geese repeatedly with a pellet gun out in the woods?,7,138,2,sa3,ca,10
Inference_Task,10,rating_button,sa3au10,...has a long and loud conversation with a group of friends during a religious service?,3,132,2,sa3,au,10
Inference_Task,10,rating_button,sa3fa10,...bribes his landlord to be the first to get his apartment repainted?,3,120,2,sa3,fa,10
Inference_Task,10,rating_button,sa3li10,...imposes a curfew on all members of his immediate family?,2,147,2,sa3,li,10
Inference_Task,10,rating_button,sa3sa10,...marries his first cousin in an elaborate wedding?,5,172,2,sa3,sa,10
Inference_Task,10,rating_button,li3au10,...talks loudly in class while the instructor is teaching?,7,208,2,li3,au,10
Inference_Task,10,rating_button,li3ca10,...makes fun of her brother for getting dumped by his girlfriend?,6,203,2,li3,ca,10
Inference_Task,10,rating_button,li3sa10,...marries her first cousin in an elaborate wedding?,3,263,2,li3,sa,10
Inference_Task,10,rating_button,li3lo10,...cheats on her spouse with an ex-lover; the spouse does not find out about the infidelity?,5,230,2,li3,lo,10
Inference_Task,10,rating_button,li3po10,"...bumps into someone on the street while in a rush but does not say ""excuse me""?",7,207,2,li3,po,10
Inference_Task,10,rating_button,li3fa10,...pretends to be seriously fouled by an opposing player during a local game?,6,236,2,li3,fa,10
Inference_Task,10,rating_button,li3li10,...forces her daughter to enroll as a pre-med student in college?,7,219,2,li3,li,10
Inference_Task,10,rating_button,fa3lo4,"...sells government secrets from his nation to another country; the information is classified, though the sale will not have any negative consequences for people in his home nation?",5,342,3,fa3,lo,4
Inference_Task,10,rating_button,fa3sa4,...marries his first cousin in an elaborate wedding?,3,331,3,fa3,sa,4
Inference_Task,10,rating_button,fa3au4,"...takes his father's car out after curfew, against his father's wishes?",6,332,3,fa3,au,4
Inference_Task,10,rating_button,fa3ca4,...tells a boy that his older brother is much more attractive than him?,3,333,3,fa3,ca,4
Inference_Task,10,rating_button,fa3fa4,...pretends to be seriously fouled by an opposing player during a local game?,5,343,3,fa3,fa,4
Inference_Task,10,rating_button,fa3po4,...ignores his personal hygiene and mental health in order to devote more time to his career?,2,338,3,fa3,po,4
Inference_Task,10,rating_button,fa3li4,...is the leader of a club and bans members from wearing bright colors during club meetings?,3,334,3,fa3,li,4
Inference_Task,10,rating_button,pd3sa4,...eats the flesh of a deceased relative as part of a group funeral rite?,3,81,3,au_lo_ca,sa,4
Inference_Task,10,rating_button,pd3fa4,"...hires her nephew for a job, instead of a more qualified applicant?",6,105,3,au_lo_ca,fa,4
Inference_Task,10,rating_button,pd3li4,...is the leader of a club and bans members from wearing bright colors during club meetings?,3,89,3,au_lo_ca,li,4
Inference_Task,10,rating_button,pd3lo4,"...gets a job in a foreign nation where her home country is viewed fairly negatively; in order to fit in among their coworkers, Maria makes critical comments about their home country, though Maria does not believe them?",6,59,3,au_lo_ca,lo,4
Inference_Task,10,rating_button,pd3ca4,...shoots geese repeatedly with a pellet gun out in the woods?,6,102,3,au_lo_ca,ca,4
Inference_Task,10,rating_button,pd3po4,...ignores her personal hygiene and mental health in order to devote more time to her career?,3,95,3,au_lo_ca,po,4
Inference_Task,10,rating_button,pd3au4,"...sends out an email to other employees at her company, calling their company president an ""idiot""?",5,39,3,au_lo_ca,au,4
Inference_Task,10,rating_button,sa3li4,...is the leader of a club and tries to ban the wearing of hooded sweatshirts to club meetings?,3,174,3,sa3,li,4
Inference_Task,10,rating_button,sa3au4,"...sends out an email to other employees at his company, calling their company president an ""idiot""?",3,152,3,sa3,au,4
Inference_Task,10,rating_button,sa3sa4,...looks at pornography in which an 18-year-old model has been digitally altered to look like she is 13?,6,171,3,sa3,sa,4
Inference_Task,10,rating_button,sa3lo4,"...sells government secrets from his nation to another country; the information is classified, though the sale will not have any negative consequences for people in his home nation?",3,127,3,sa3,lo,4
Inference_Task,10,rating_button,sa3fa4,...edges out another person in a long line?,5,146,3,sa3,fa,4
Inference_Task,10,rating_button,sa3ca4,...tells a boy that his older brother is much more attractive than him?,5,129,3,sa3,ca,4
Inference_Task,10,rating_button,sa3po4,"...bumps into someone on the street while in a rush but does not say ""excuse me""?",6,172,3,sa3,po,4
Inference_Task,10,rating_button,li3li4,...tells her romantic partner that he must convert to her religion?,6,233,3,li3,li,4
Inference_Task,10,rating_button,li3sa4,...eats the flesh of a deceased relative as part of a group funeral rite?,3,254,3,li3,sa,4
Inference_Task,10,rating_button,li3lo4,...shares a secret that her best friend entrusted to her; the secret is not damaging or embarrassing in any way and the friend never finds out that their secret has been shared?,5,256,3,li3,lo,4
Inference_Task,10,rating_button,li3ca4,...makes fun of her brother for getting dumped by his girlfriend?,4,264,3,li3,ca,4
Inference_Task,10,rating_button,li3po4,...walks away while her conversation partner is still speaking?,6,241,3,li3,po,4
Inference_Task,10,rating_button,li3au4,...talks loudly and interrupts the mayor's speech to the public?,2,216,3,li3,au,4
Inference_Task,10,rating_button,li3fa4,"...requires all her employees to split their bonuses evenly, even though some earn larger bonuses than others?",4,218,3,li3,fa,4
Inference_Task,10,rating_button,fa3lo4,"...sells government secrets from his nation to another country; the information is classified, though the sale will not have any negative consequences for people in his home nation?",3,337,4,fa3,lo,4
Inference_Task,10,rating_button,fa3sa4,...marries his first cousin in an elaborate wedding?,5,342,4,fa3,sa,4
Inference_Task,10,rating_button,fa3au4,"...takes his father's car out after curfew, against his father's wishes?",7,343,4,fa3,au,4
Inference_Task,10,rating_button,fa3ca4,...tells a boy that his older brother is much more attractive than him?,4,340,4,fa3,ca,4
Inference_Task,10,rating_button,fa3fa4,...pretends to be seriously fouled by an opposing player during a local game?,6,330,4,fa3,fa,4
Inference_Task,10,rating_button,fa3po4,...ignores his personal hygiene and mental health in order to devote more time to his career?,3,335,4,fa3,po,4
Inference_Task,10,rating_button,fa3li4,...is the leader of a club and bans members from wearing bright colors during club meetings?,5,338,4,fa3,li,4
Inference_Task,10,rating_button,pd3sa4,...eats the flesh of a deceased relative as part of a group funeral rite?,1,74,4,au_lo_ca,sa,4
Inference_Task,10,rating_button,pd3fa4,"...hires her nephew for a job, instead of a more qualified applicant?",7,87,4,au_lo_ca,fa,4
Inference_Task,10,rating_button,pd3li4,...is the leader of a club and bans members from wearing bright colors during club meetings?,2,71,4,au_lo_ca,li,4
Inference_Task,10,rating_button,pd3lo4,"...gets a job in a foreign nation where her home country is viewed fairly negatively; in order to fit in among their coworkers, Maria makes critical comments about their home country, though Maria does not believe them?",5,88,4,au_lo_ca,lo,4
Inference_Task,10,rating_button,pd3ca4,...shoots geese repeatedly with a pellet gun out in the woods?,3,41,4,au_lo_ca,ca,4
Inference_Task,10,rating_button,pd3po4,...ignores her personal hygiene and mental health in order to devote more time to her career?,3,105,4,au_lo_ca,po,4
Inference_Task,10,rating_button,pd3au4,"...sends out an email to other employees at her company, calling their company president an ""idiot""?",6,37,4,au_lo_ca,au,4
Inference_Task,10,rating_button,sa3li4,...is the leader of a club and tries to ban the wearing of hooded sweatshirts to club meetings?,2,121,4,sa3,li,4
Inference_Task,10,rating_button,sa3au4,"...sends out an email to other employees at his company, calling their company president an ""idiot""?",4,140,4,sa3,au,4
Inference_Task,10,rating_button,sa3sa4,...looks at pornography in which an 18-year-old model has been digitally altered to look like she is 13?,7,143,4,sa3,sa,4
Inference_Task,10,rating_button,sa3lo4,"...sells government secrets from his nation to another country; the information is classified, though the sale will not have any negative consequences for people in his home nation?",3,142,4,sa3,lo,4
Inference_Task,10,rating_button,sa3fa4,...edges out another person in a long line?,5,179,4,sa3,fa,4
Inference_Task,10,rating_button,sa3ca4,...tells a boy that his older brother is much more attractive than him?,3,184,4,sa3,ca,4
Inference_Task,10,rating_button,sa3po4,"...bumps into someone on the street while in a rush but does not say ""excuse me""?",5,180,4,sa3,po,4
Inference_Task,10,rating_button,li3li4,...tells her romantic partner that he must convert to her religion?,4,265,4,li3,li,4
Inference_Task,10,rating_button,li3sa4,...eats the flesh of a deceased relative as part of a group funeral rite?,2,255,4,li3,sa,4
Inference_Task,10,rating_button,li3lo4,...shares a secret that her best friend entrusted to her; the secret is not damaging or embarrassing in any way and the friend never finds out that their secret has been shared?,4,249,4,li3,lo,4
Inference_Task,10,rating_button,li3ca4,...makes fun of her brother for getting dumped by his girlfriend?,6,256,4,li3,ca,4
Inference_Task,10,rating_button,li3po4,...walks away while her conversation partner is still speaking?,5,245,4,li3,po,4
Inference_Task,10,rating_button,li3au4,...talks loudly and interrupts the mayor's speech to the public?,6,224,4,li3,au,4
Inference_Task,10,rating_button,li3fa4,"...requires all her employees to split their bonuses evenly, even though some earn larger bonuses than others?",3,229,4,li3,fa,4
Inference_Task,10,rating_button,ca3po6,...walks away while his conversation partner is still speaking?,6,382,5,ca3,po,6
Inference_Task,10,rating_button,ca3ca6,...laughs when he realizes his friend's dad is a janitor?,7,379,5,ca3,ca,6
Inference_Task,10,rating_button,ca3sa6,...searches through the trash to find women's discarded underwear?,7,385,5,ca3,sa,6
Inference_Task,10,rating_button,ca3li6,...pressures his daughter to become a famous evening news anchor?,4,389,5,ca3,li,6
Inference_Task,10,rating_button,ca3lo6,...jokes about the stupidity of people from his home country?,5,391,5,ca3,lo,6
Inference_Task,10,rating_button,ca3au6,...disobeys his boss; nothing bad happens as a result of his disobedience?,2,373,5,ca3,au,6
Inference_Task,10,rating_button,ca3fa6,...takes a shortcut on the course during the marathon in order to win?,6,380,5,ca3,fa,6
Inference_Task,10,rating_button,pd3sa6,...offers to have oral sex with anyone in the bar while drunk?,5,97,5,po_lo_au,sa,6
Inference_Task,10,rating_button,pd3po6,...walks away while her conversation partner is still speaking?,5,99,5,po_lo_au,po,6
Inference_Task,10,rating_button,pd3lo6,...shares a secret that her best friend entrusted to her; the secret is not damaging or embarrassing in any way and the friend never finds out that their secret has been shared?,6,98,5,po_lo_au,lo,6
Inference_Task,10,rating_button,pd3li6,...is the leader of a club and tries to ban the wearing of hooded sweatshirts to club meetings?,6,95,5,po_lo_au,li,6
Inference_Task,10,rating_button,pd3ca6,...shoots geese repeatedly with a pellet gun out in the woods?,4,72,5,po_lo_au,ca,6
Inference_Task,10,rating_button,pd3au6,...disobeys her boss; nothing bad happens as a result of her disobedience?,6,93,5,po_lo_au,au,6
Inference_Task,10,rating_button,pd3fa6,...skips to the front of the line because her friend is an employee?,6,91,5,po_lo_au,fa,6
Inference_Task,10,rating_button,sa3sa6,...offers to have oral sex with anyone in the bar while drunk?,4,144,5,sa3,sa,6
Inference_Task,10,rating_button,sa3po6,...eats a T-bone steak with his hands in a fancy restaurant?,2,124,5,sa3,po,6
Inference_Task,10,rating_button,sa3ca6,...is driving along an empty road and sees a woman who is clearly injured; he does not stop to help her?,5,145,5,sa3,ca,6
Inference_Task,10,rating_button,sa3fa6,...bribes his landlord to be the first to get his apartment repainted?,5,171,5,sa3,fa,6
Inference_Task,10,rating_button,sa3li6,...tells his fiance that she has to switch to his political party?,4,131,5,sa3,li,6
Inference_Task,10,rating_button,sa3lo6,"...sells government secrets from his nation to another country; the information is classified, though the sale will not have any negative consequences for people in his home nation?",3,127,5,sa3,lo,6
Inference_Task,10,rating_button,sa3au6,...tries to undermine all of his boss's ideas in front of others?,3,169,5,sa3,au,6
Inference_Task,10,rating_button,li3fa6,...skips to the front of the line because her friend is an employee?,5,227,5,li3,fa,6
Inference_Task,10,rating_button,li3sa6,"...takes part in a performance art piece in which a group of people act like animals for 30 minutes, including crawling around naked and urinating on stage?",2,222,5,li3,sa,6
Inference_Task,10,rating_button,li3lo6,"...gets a job in a foreign nation where her home country is viewed fairly negatively; in order to fit in among their coworkers, Jennifer makes critical comments about their home country, though Jennifer does not believe them?",6,212,5,li3,lo,6
Inference_Task,10,rating_button,li3ca6,...spanks her child with a spatula for getting bad grades in school?,4,219,5,li3,ca,6
Inference_Task,10,rating_button,li3au6,...tries to undermine all of her boss's ideas in front of others?,5,264,5,li3,au,6
Inference_Task,10,rating_button,li3po6,...walks away while her conversation partner is still speaking?,5,218,5,li3,po,6
Inference_Task,10,rating_button,li3li6,...is the leader of a club and tries to ban the wearing of hooded sweatshirts to club meetings?,5,259,5,li3,li,6
Inference_Task,10,rating_button,po3sa5,...looks at pornography in which an 18-year-old model has been digitally altered to look like she is 13?,4,24,6,po3,sa,5
Inference_Task,10,rating_button,po3ca5,...tells a boy that his older brother is much more attractive than him?,4,15,6,po3,ca,5
Inference_Task,10,rating_button,po3li5,...tells his fiance that she has to switch to his political party?,4,12,6,po3,li,5
Inference_Task,10,rating_button,po3fa5,...skips to the front of the line because his friend is an employee?,3,13,6,po3,fa,5
